Key,Value
15497,0
15498,2
15499,10
15500,2
15501,4
15502,2
15503,2
15504,2
15505,12
15506,3
15507,10
15508,2
15509,7
15510,3
15511,11
15512,4
15513,5
15514,4
15515,4
15516,1
15517,2
15518,5
15519,7
15520,0
15521,7
15522,2
15523,6
15524,12
15525,10
15526,2
15527,3
15528,1
15529,2
15530,0
15531,12
15532,1
15533,4
15534,1
15535,6
15536,10
15537,0
15538,1
15539,0
15540,0
15541,1
15542,4
15543,6
15544,4
15545,5
15546,7
15547,11
15548,2
15549,6
15550,2
15551,4
15552,6
15553,0
15554,3
15555,4
15556,3
15557,6
15558,0
15559,8
15560,9
15561,5
15562,4
15563,4
15564,4
15565,4
15566,4
15567,3
15568,4
15569,1
15570,0
15571,0
15572,4
15573,6
15574,5
15575,2
15576,1
15577,2
15578,0
15579,7
15580,0
15581,7
15582,2
15583,3
15584,1
15585,3
15586,2
15587,4
15588,6
15589,6
15590,8
15591,3
15592,3
15593,2
15594,5
15595,4
15596,5
15597,4
15598,5
15599,3
15600,1
15601,11
15602,0
15603,7
15604,6
15605,4
15606,8
15607,5
15608,2
15609,3
15610,10
15611,6
15612,7
15613,4
15614,1
15615,0
15616,7
15617,1
15618,2
15619,5
15620,8
15621,6
15622,0
15623,2
15624,4
15625,12
15626,4
15627,3
15628,2
15629,2
15630,0
15631,3
15632,3
15633,1
15634,2
15635,2
15636,8
15637,6
15638,9
15639,2
15640,6
15641,3
15642,3
15643,1
15644,3
15645,4
15646,0
15647,3
15648,4
15649,7
15650,2
15651,0
15652,4
15653,3
15654,3
15655,2
15656,4
15657,9
15658,10
15659,1
15660,0
15661,8
15662,3
15663,0
15664,2
15665,3
15666,4
15667,3
15668,0
15669,4
15670,9
15671,14
15672,0
15673,2
15674,2
15675,0
15676,4
15677,7
15678,4
15679,0
15680,0
15681,6
15682,11
15683,3
15684,3
15685,4
15686,6
15687,6
15688,0
15689,0
15690,1
15691,5
15692,8
15693,2
15694,4
15695,3
15696,3
15697,1
15698,2
15699,0
15700,6
15701,7
15702,3
15703,9
15704,5
15705,5
15706,4
15707,2
15708,4
15709,0
15710,3
15711,4
15712,6
15713,1
15714,0
15715,6
15716,3
15717,7
15718,3
15719,0
15720,1
15721,3
15722,0
15723,7
15724,2
15725,13
15726,1
15727,2
15728,6
15729,7
15730,7
15731,8
15732,0
15733,8
15734,2
15735,5
15736,4
15737,5
15738,1
15739,0
15740,2
15741,0
15742,10
15743,0
15744,8
15745,12
15746,7
15747,2
15748,0
15749,2
15750,3
15751,4
15752,6
15753,6
15754,5
15755,7
15756,5
15757,3
15758,5
15759,1
15760,1
15761,2
15762,1
15763,2
15764,2
15765,7
15766,2
15767,6
15768,0
15769,4
15770,0
15771,11
15772,0
15773,5
15774,2
15775,1
15776,3
15777,2
15778,6
15779,8
15780,2
15781,4
15782,5
15783,0
15784,10
15785,2
15786,6
15787,5
15788,5
15789,6
15790,3
15791,0
15792,1
15793,0
15794,3
15795,1
15796,5
15797,7
15798,1
15799,8
15800,0
15801,0
15802,2
15803,1
15804,0
15805,0
15806,1
15807,8
15808,4
15809,7
15810,1
15811,3
15812,0
15813,2
15814,5
15815,2
15816,0
15817,0
15818,2
15819,11
15820,3
15821,4
15822,8
15823,4
15824,0
15825,1
15826,0
15827,1
15828,3
15829,5
15830,5
15831,4
15832,6
15833,0
15834,0
15835,0
15836,6
15837,0
15838,6
15839,8
15840,4
15841,3
15842,3
15843,4
15844,3
15845,1
15846,3
15847,3
15848,2
15849,3
15850,0
15851,4
15852,6
15853,2
15854,2
15855,2
15856,5
15857,6
15858,1
15859,0
15860,3
15861,3
15862,0
15863,4
15864,0
15865,2
15866,2
15867,5
15868,2
15869,3
15870,3
15871,3
15872,6
15873,2
15874,0
15875,0
15876,1
15877,6
15878,0
15879,3
15880,5
15881,10
15882,0
15883,3
15884,6
15885,1
15886,5
15887,10
15888,9
15889,2
15890,4
15891,3
15892,2
15893,5
15894,0
15895,3
15896,0
15897,0
15898,2
15899,1
15900,6
15901,2
15902,7
15903,11
15904,0
15905,2
15906,8
15907,4
15908,2
15909,2
15910,3
15911,10
15912,1
15913,0
15914,7
15915,1
15916,1
15917,3
15918,6
15919,1
15920,1
15921,2
15922,7
15923,8
15924,0
15925,2
15926,5
15927,5
15928,0
15929,6
15930,8
15931,2
15932,2
15933,4
15934,3
15935,6
15936,2
15937,1
15938,4
15939,4
15940,7
15941,7
15942,0
15943,4
15944,2
15945,4
15946,10
15947,5
15948,4
15949,2
15950,4
15951,6
15952,2
15953,2
15954,2
15955,7
15956,3
15957,7
15958,5
15959,0
15960,8
15961,4
15962,10
15963,0
15964,5
15965,0
15966,2
15967,2
15968,5
15969,0
15970,9
15971,8
15972,6
15973,6
15974,3
15975,4
15976,11
15977,2
15978,4
15979,5
15980,2
15981,5
15982,6
15983,9
15984,2
15985,1
15986,0
15987,3
15988,2
15989,1
15990,8
15991,8
15992,1
15993,1
15994,4
15995,0
15996,1
15997,0
15998,2
15999,2
16000,2
16001,0
16002,2
16003,8
16004,1
16005,4
16006,3
16007,9
16008,9
16009,3
16010,0
16011,4
16012,5
16013,0
16014,0
16015,8
16016,2
16017,6
16018,0
16019,1
16020,3
16021,6
16022,0
16023,1
16024,4
16025,1
16026,3
16027,5
16028,7
16029,9
16030,4
16031,4
16032,2
16033,5
16034,3
16035,5
16036,9
16037,10
16038,0
16039,0
16040,10
16041,2
16042,3
16043,5
16044,1
16045,4
16046,0
16047,1
16048,0
16049,9
16050,6
16051,3
16052,5
16053,10
16054,7
16055,0
16056,8
16057,5
16058,7
16059,7
16060,1
16061,12
16062,8
16063,4
16064,2
16065,0
16066,3
16067,1
16068,2
16069,3
16070,4
16071,12
16072,1
16073,1
16074,4
16075,0
16076,0
16077,3
16078,6
16079,3
16080,6
16081,3
16082,0
16083,0
16084,0
16085,9
16086,5
16087,6
16088,2
16089,3
16090,6
16091,8
16092,5
16093,4
16094,5
16095,8
16096,5
16097,0
16098,2
16099,3
16100,6
16101,3
16102,4
16103,2
16104,6
16105,4
16106,6
16107,4
16108,1
16109,1
16110,6
16111,3
16112,7
16113,1
16114,2
16115,6
16116,0
16117,6
16118,1
16119,4
16120,9
16121,6
16122,4
16123,4
16124,3
16125,1
16126,1
16127,4
16128,1
16129,2
16130,0
16131,9
16132,4
16133,5
16134,0
16135,6
16136,9
16137,3
16138,1
16139,3
16140,5
16141,5
16142,6
16143,10
16144,5
16145,6
16146,7
16147,8
16148,10
16149,2
16150,2
16151,2
16152,4
16153,1
16154,0
16155,5
16156,6
16157,1
16158,8
16159,2
16160,10
16161,0
16162,2
16163,2
16164,2
16165,7
16166,1
16167,6
16168,5
16169,5
16170,2
16171,2
16172,1
16173,10
16174,5
16175,2
16176,2
16177,5
16178,2
16179,1
16180,13
16181,3
16182,1
16183,0
16184,7
16185,2
16186,6
16187,3
16188,0
16189,0
16190,6
16191,1
16192,2
16193,3
16194,8
16195,6
16196,4
16197,0
16198,8
16199,6
16200,5
16201,5
16202,1
16203,5
16204,0
16205,6
16206,8
16207,0
16208,3
16209,6
16210,4
16211,0
16212,7
16213,3
16214,12
16215,9
16216,1
16217,1
16218,4
16219,0
16220,0
16221,3
16222,4
16223,0
16224,6
16225,1
16226,11
16227,4
16228,5
16229,4
16230,1
16231,8
16232,1
16233,2
16234,8
16235,2
16236,12
16237,4
16238,2
16239,2
16240,6
16241,3
16242,6
16243,3
16244,8
16245,2
16246,2
16247,0
16248,1
16249,2
16250,4
16251,6
16252,0
16253,3
16254,0
16255,7
16256,10
16257,3
16258,1
16259,1
16260,5
16261,0
16262,0
16263,6
16264,9
16265,4
16266,6
16267,4
16268,0
16269,2
16270,2
16271,7
16272,0
16273,3
16274,2
16275,5
16276,6
16277,2
16278,0
16279,0
16280,2
16281,3
16282,5
16283,2
16284,3
16285,1
16286,6
16287,2
16288,0
16289,9
16290,4
16291,8
16292,7
16293,9
16294,1
16295,1
16296,4
16297,2
16298,2
16299,1
16300,3
16301,1
16302,0
16303,3
16304,2
16305,6
16306,3
16307,6
16308,3
16309,1
16310,3
16311,4
16312,4
16313,2
16314,2
16315,2
16316,2
16317,2
16318,0
16319,2
16320,1
16321,3
16322,9
16323,2
16324,4
16325,6
16326,4
16327,4
16328,5
16329,6
16330,0
16331,1
16332,1
16333,0
16334,1
16335,2
16336,4
16337,7
16338,5
16339,8
16340,2
16341,4
16342,2
16343,6
16344,2
16345,3
16346,7
16347,5
16348,2
16349,0
16350,9
16351,2
16352,0
16353,1
16354,6
16355,8
16356,6
16357,2
16358,2
16359,0
16360,10
16361,12
16362,6
16363,5
16364,0
16365,5
16366,0
16367,1
16368,2
16369,3
16370,4
16371,0
16372,2
16373,2
16374,9
16375,0
16376,3
16377,8
16378,1
16379,2
16380,3
16381,2
16382,2
16383,9
16384,3
16385,3
16386,5
16387,6
16388,4
16389,0
16390,10
16391,2
16392,1
16393,6
16394,3
16395,5
16396,1
16397,7
16398,2
16399,5
16400,0
16401,1
16402,0
16403,4
16404,1
16405,5
16406,1
16407,1
16408,1
16409,1
16410,1
16411,0
16412,8
16413,3
16414,0
16415,1
16416,3
16417,4
16418,4
16419,2
16420,4
16421,2
16422,0
16423,0
16424,3
16425,3
16426,1
16427,8
16428,0
16429,3
16430,0
16431,2
16432,5
16433,3
16434,3
16435,6
16436,6
16437,14
16438,3
16439,1
16440,0
16441,3
16442,5
16443,2
16444,0
16445,3
16446,2
16447,0
16448,2
16449,6
16450,3
16451,8
16452,3
16453,6
16454,2
16455,0
16456,6
16457,3
16458,8
16459,1
16460,4
16461,0
16462,4
16463,5
16464,3
16465,2
16466,1
16467,12
16468,7
16469,1
16470,5
16471,1
16472,0
16473,2
16474,1
16475,2
16476,5
16477,1
16478,3
16479,2
16480,5
16481,4
16482,3
16483,9
16484,3
16485,5
16486,8
16487,2
16488,5
16489,5
16490,5
16491,3
16492,1
16493,4
16494,5
16495,0
16496,7
16497,4
16498,2
16499,5
16500,7
16501,7
16502,4
16503,0
16504,3
16505,2
16506,1
16507,3
16508,2
16509,0
16510,6
16511,5
16512,6
16513,7
16514,0
16515,0
16516,4
16517,2
16518,4
16519,7
16520,6
16521,2
16522,3
16523,4
16524,0
16525,7
16526,4
16527,12
16528,2
16529,5
16530,0
16531,3
16532,8
16533,6
16534,4
16535,3
16536,7
16537,3
16538,4
16539,0
16540,0
16541,6
16542,0
16543,0
16544,2
16545,0
16546,0
16547,2
16548,0
16549,4
16550,3
16551,2
16552,1
16553,0
16554,2
16555,8
16556,7
16557,7
16558,9
16559,2
16560,5
16561,2
16562,2
16563,0
16564,1
16565,7
16566,3
16567,3
16568,8
16569,10
16570,5
16571,2
16572,5
16573,9
16574,6
16575,4
16576,3
16577,4
16578,6
16579,0
16580,6
16581,6
16582,4
16583,3
16584,6
16585,3
16586,2
16587,4
16588,7
16589,4
16590,6
16591,4
16592,5
16593,3
16594,0
16595,1
16596,7
16597,7
16598,2
16599,2
16600,2
16601,7
16602,0
16603,11
16604,2
16605,5
16606,2
16607,0
16608,0
16609,4
16610,2
16611,0
16612,3
16613,5
16614,4
16615,4
16616,6
16617,3
16618,2
16619,7
16620,2
16621,5
16622,2
16623,1
16624,1
16625,6
16626,5
16627,1
16628,3
16629,3
16630,5
16631,1
16632,5
16633,3
16634,0
16635,4
16636,1
16637,1
16638,4
16639,3
16640,8
16641,3
16642,6
16643,4
16644,2
16645,5
16646,16
16647,2
16648,4
16649,1
16650,2
16651,10
16652,5
16653,9
16654,6
16655,2
16656,6
16657,2
16658,2
16659,3
16660,2
16661,5
16662,6
16663,0
16664,2
16665,2
16666,6
16667,7
16668,3
16669,3
16670,3
16671,0
16672,0
16673,1
16674,0
16675,0
16676,6
16677,3
16678,3
16679,6
16680,3
16681,0
16682,2
16683,4
16684,2
16685,1
16686,8
16687,5
16688,0
16689,11
16690,5
16691,7
16692,8
16693,4
16694,2
16695,5
16696,7
16697,4
16698,4
16699,6
16700,2
16701,3
16702,3
16703,2
16704,0
16705,5
16706,6
16707,3
16708,0
16709,2
16710,1
16711,5
16712,8
16713,1
16714,4
16715,0
16716,0
16717,1
16718,8
16719,5
16720,3
16721,0
16722,8
16723,0
16724,1
16725,2
16726,8
16727,12
16728,6
16729,11
16730,0
16731,6
16732,0
16733,4
16734,1
16735,5
16736,0
16737,6
16738,4
16739,0
16740,6
16741,5
16742,3
16743,6
16744,3
16745,4
16746,6
16747,0
16748,0
16749,8
16750,7
16751,2
16752,0
16753,0
16754,8
16755,8
16756,0
16757,7
16758,3
16759,3
16760,5
16761,2
16762,3
16763,2
16764,6
16765,4
16766,1
16767,1
16768,2
16769,2
16770,10
16771,5
16772,2
16773,6
16774,5
16775,5
16776,5
16777,11
16778,0
16779,6
16780,0
16781,7
16782,3
16783,0
16784,2
16785,2
16786,2
16787,8
16788,0
16789,4
16790,6
16791,2
16792,2
16793,3
16794,2
16795,0
16796,5
16797,1
16798,2
16799,5
16800,5
16801,4
16802,3
16803,7
16804,7
16805,0
16806,2
16807,2
16808,2
16809,10
16810,6
16811,2
16812,11
16813,0
16814,1
16815,6
16816,6
16817,9
16818,6
16819,4
16820,3
16821,3
16822,8
16823,4
16824,0
16825,11
16826,7
16827,7
16828,5
16829,3
16830,2
16831,4
16832,7
16833,8
16834,3
16835,8
16836,7
16837,2
16838,0
16839,4
16840,2
16841,4
16842,3
16843,2
16844,10
16845,2
16846,8
16847,6
16848,3
16849,6
16850,7
16851,1
16852,5
16853,8
16854,3
16855,3
16856,6
16857,9
16858,6
16859,6
16860,1
16861,8
16862,8
16863,3
16864,0
16865,0
16866,0
16867,4
16868,10
16869,4
16870,4
16871,5
16872,6
16873,4
16874,6
16875,4
16876,1
16877,5
16878,2
16879,7
16880,1
16881,4
16882,8
16883,2
16884,1
16885,7
16886,4
16887,6
16888,1
16889,0
16890,6
16891,5
16892,0
16893,8
16894,11
16895,3
16896,2
16897,6
16898,7
16899,10
16900,5
16901,3
16902,7
16903,3
16904,6
16905,8
16906,2
16907,2
16908,10
16909,6
16910,7
16911,3
16912,6
16913,2
16914,8
16915,2
16916,6
16917,5
16918,3
16919,3
16920,2
16921,1
16922,3
16923,5
16924,1
16925,1
16926,2
16927,7
16928,2
16929,6
16930,4
16931,11
16932,2
16933,6
16934,4
16935,12
16936,9
16937,6
16938,4
16939,4
16940,2
16941,2
16942,5
16943,4
16944,4
16945,4
16946,10
16947,4
16948,2
16949,2
16950,2
16951,0
16952,0
16953,5
16954,2
16955,1
16956,4
16957,2
16958,4
16959,0
16960,2
16961,0
16962,2
16963,2
16964,0
16965,13
16966,9
16967,6
16968,2
16969,1
16970,1
16971,2
16972,0
16973,8
16974,6
16975,5
16976,0
16977,3
16978,2
16979,3
16980,8
16981,3
16982,0
16983,1
16984,5
16985,5
16986,5
16987,3
16988,5
16989,2
16990,5
16991,1
16992,6
16993,10
16994,6
16995,0
16996,2
16997,4
16998,4
16999,0
17000,7
17001,1
17002,5
17003,2
17004,4
17005,8
17006,6
17007,2
17008,2
17009,1
17010,1
17011,2
17012,1
17013,7
17014,4
17015,12
17016,1
17017,1
17018,1
17019,6
17020,3
17021,0
17022,5
17023,2
17024,1
17025,1
17026,0
17027,0
17028,8
17029,0
17030,0
17031,10
17032,10
17033,5
17034,0
17035,0
17036,0
17037,2
17038,13
17039,5
17040,2
17041,3
17042,2
17043,4
17044,7
17045,2
17046,4
17047,3
17048,0
17049,4
17050,3
17051,8
17052,6
17053,0
17054,8
17055,2
17056,8
17057,6
17058,8
17059,0
17060,0
17061,2
17062,3
17063,5
17064,11
17065,5
17066,6
17067,6
17068,4
17069,3
17070,0
17071,7
17072,4
17073,2
17074,0
17075,4
17076,6
17077,4
17078,6
17079,4
17080,8
17081,2
17082,4
17083,4
17084,3
17085,6
17086,2
17087,0
17088,8
17089,3
17090,3
17091,7
17092,0
17093,5
17094,0
17095,10
17096,4
17097,4
17098,5
17099,0
17100,10
17101,6
17102,3
17103,3
17104,4
17105,0
17106,2
17107,6
17108,3
17109,3
17110,3
17111,3
17112,1
17113,5
17114,2
17115,2
17116,6
17117,0
17118,2
17119,4
17120,3
17121,6
17122,6
17123,4
17124,7
17125,5
17126,3
17127,6
17128,1
17129,0
17130,11
17131,5
17132,1
17133,2
17134,6
17135,0
17136,3
17137,10
17138,2
17139,0
17140,4
17141,3
17142,4
17143,2
17144,4
17145,2
17146,7
17147,3
17148,0
17149,4
17150,2
17151,5
17152,4
17153,4
17154,6
17155,3
17156,5
17157,6
17158,2
17159,0
17160,0
17161,2
17162,5
17163,7
17164,5
17165,5
17166,4
17167,0
17168,0
17169,0
17170,9
17171,9
17172,8
17173,9
17174,2
17175,7
17176,0
17177,4
17178,2
17179,1
17180,4
17181,7
17182,1
17183,4
17184,3
17185,3
17186,2
17187,2
17188,5
17189,9
17190,0
17191,1
17192,0
17193,12
17194,4
17195,5
17196,4
17197,0
17198,3
17199,7
17200,3
17201,2
17202,4
17203,2
17204,6
17205,1
17206,3
17207,8
17208,5
17209,5
17210,1
17211,0
17212,0
17213,8
17214,0
17215,2
17216,0
17217,7
17218,1
17219,2
17220,2
17221,8
17222,6
17223,2
17224,3
17225,2
17226,5
17227,5
17228,2
17229,3
17230,3
17231,0
17232,4
17233,0
17234,1
17235,4
17236,11
17237,1
17238,2
17239,2
17240,13
17241,0
17242,2
17243,3
17244,4
17245,6
17246,4
17247,5
17248,2
17249,7
17250,1
17251,6
17252,6
17253,4
17254,2
17255,1
17256,3
17257,3
17258,9
17259,3
17260,8
17261,3
17262,2
17263,6
17264,1
17265,2
17266,2
17267,0
17268,2
17269,2
17270,3
17271,3
17272,2
17273,0
17274,5
17275,5
17276,0
17277,7
17278,4
17279,8
17280,4
17281,2
17282,7
17283,10
17284,7
17285,10
17286,5
17287,3
17288,5
17289,4
17290,3
17291,2
17292,3
17293,6
17294,5
17295,1
17296,4
17297,7
17298,11
17299,10
17300,2
17301,4
17302,2
17303,0
17304,2
17305,3
17306,8
17307,2
17308,0
17309,7
17310,2
17311,7
17312,2
17313,2
17314,2
17315,4
17316,4
17317,3
17318,2
17319,0
17320,6
17321,7
17322,6
17323,4
17324,7
17325,2
17326,3
17327,8
17328,3
17329,4
17330,12
17331,2
17332,9
17333,0
17334,3
17335,2
17336,9
17337,9
17338,2
17339,4
17340,17
17341,2
17342,2
17343,3
17344,4
17345,6
17346,3
17347,3
17348,4
17349,5
17350,4
17351,2
17352,2
17353,1
17354,0
17355,4
17356,0
17357,11
17358,0
17359,8
17360,1
17361,0
17362,2
17363,5
17364,1
17365,0
17366,0
17367,2
17368,1
17369,6
17370,4
17371,0
17372,8
17373,2
17374,6
17375,3
17376,12
17377,0
17378,0
17379,5
17380,0
17381,0
17382,1
17383,4
17384,4
17385,0
17386,9
17387,5
17388,4
17389,11
17390,5
17391,2
17392,5
17393,4
17394,5
17395,4
17396,4
17397,2
17398,2
17399,2
17400,6
17401,6
17402,2
17403,1
17404,1
17405,7
17406,6
17407,2
17408,3
17409,6
17410,0
17411,2
17412,3
17413,7
17414,0
17415,6
17416,3
17417,4
17418,2
17419,2
17420,2
17421,4
17422,4
17423,4
17424,4
17425,1
17426,1
17427,9
17428,6
17429,6
17430,5
17431,3
17432,7
17433,10
17434,2
17435,0
17436,5
17437,4
17438,1
17439,2
17440,2
17441,2
17442,1
17443,2
17444,7
17445,5
17446,6
17447,9
17448,0
17449,9
17450,2
17451,5
17452,9
17453,1
17454,2
17455,0
17456,5
17457,2
17458,0
17459,4
17460,1
17461,4
17462,7
17463,9
17464,1
17465,6
17466,9
17467,0
17468,4
17469,2
17470,7
17471,4
17472,1
17473,2
17474,6
17475,17
17476,4
17477,0
17478,0
17479,2
17480,5
17481,6
17482,5
17483,2
17484,2
17485,2
17486,1
17487,4
17488,8
17489,3
17490,2
17491,2
17492,0
17493,6
17494,6
17495,9
17496,7
17497,18
17498,2
17499,1
17500,5
17501,3
17502,2
17503,2
17504,4
17505,2
17506,3
17507,2
17508,7
17509,4
17510,3
17511,6
17512,10
17513,2
17514,3
17515,6
17516,2
17517,2
17518,6
17519,2
17520,3
17521,3
17522,5
17523,4
17524,2
17525,10
17526,0
17527,2
17528,3
17529,5
17530,11
17531,10
17532,10
17533,12
17534,8
17535,1
17536,1
17537,0
17538,3
17539,6
17540,7
17541,0
17542,5
17543,2
17544,0
17545,10
17546,8
17547,4
17548,6
17549,1
17550,4
17551,1
17552,3
17553,6
17554,3
17555,1
17556,11
17557,6
17558,5
17559,6
17560,6
17561,5
17562,15
17563,4
17564,6
17565,1
17566,7
17567,2
17568,3
17569,2
17570,5
17571,10
17572,7
17573,4
17574,1
17575,4
17576,5
17577,0
17578,6
17579,1
17580,10
17581,8
17582,2
17583,1
17584,3
17585,2
17586,0
17587,1
17588,3
17589,0
17590,2
17591,2
17592,7
17593,4
17594,10
17595,4
17596,1
17597,0
17598,0
17599,6
17600,2
17601,1
17602,0
17603,3
17604,1
17605,3
17606,7
17607,2
17608,2
17609,2
17610,4
17611,2
17612,5
17613,6
17614,4
17615,6
17616,3
17617,4
17618,6
17619,0
17620,0
17621,2
17622,1
17623,1
17624,3
17625,0
17626,2
17627,12
17628,2
17629,2
17630,2
17631,3
17632,8
17633,0
17634,8
17635,3
17636,6
17637,6
17638,4
17639,4
17640,4
17641,10
17642,7
17643,1
17644,7
17645,2
17646,0
17647,2
17648,1
17649,1
17650,4
17651,5
17652,8
17653,4
17654,3
17655,6
17656,1
17657,0
17658,7
17659,3
17660,7
17661,2
17662,4
17663,3
17664,7
17665,6
17666,17
17667,2
17668,3
17669,2
17670,3
17671,4
17672,8
17673,10
17674,0
17675,2
17676,10
17677,3
17678,4
17679,1
17680,7
17681,4
17682,3
17683,3
17684,9
17685,1
17686,10
17687,5
17688,1
17689,11
17690,10
17691,4
17692,1
17693,5
17694,2
17695,9
17696,1
17697,4
17698,3
17699,6
17700,9
17701,8
17702,4
17703,5
17704,2
17705,3
17706,4
17707,5
17708,0
17709,7
17710,0
17711,8
17712,6
17713,7
17714,3
17715,4
17716,4
17717,5
17718,1
17719,4
17720,5
17721,0
17722,0
17723,1
17724,0
17725,8
17726,9
17727,8
17728,0
17729,1
17730,3
17731,3
17732,7
17733,7
17734,5
17735,1
17736,2
17737,4
17738,1
17739,3
17740,0
17741,0
17742,3
17743,9
17744,1
17745,13
17746,0
17747,9
17748,4
17749,7
17750,4
17751,3
17752,0
17753,2
17754,3
17755,2
17756,3
17757,0
17758,5
17759,8
17760,8
17761,7
17762,5
17763,2
17764,1
17765,7
17766,1
17767,3
17768,6
17769,7
17770,2
17771,4
17772,0
17773,8
17774,2
17775,1
17776,0
17777,2
17778,10
17779,3
17780,2
17781,5
17782,6
17783,0
17784,4
17785,1
17786,4
17787,2
17788,6
17789,7
17790,2
17791,4
17792,8
17793,1
17794,6
17795,0
17796,1
17797,1
17798,3
17799,1
17800,3
17801,0
17802,5
17803,2
17804,0
17805,8
17806,4
17807,3
17808,0
17809,5
17810,3
17811,0
17812,0
17813,6
17814,2
17815,3
17816,1
17817,4
17818,2
17819,12
17820,5
17821,2
17822,2
17823,4
17824,1
17825,7
17826,5
17827,2
17828,3
17829,2
17830,0
17831,2
17832,1
17833,1
17834,0
17835,5
17836,1
17837,7
17838,2
17839,2
17840,8
17841,0
17842,11
17843,2
17844,3
17845,2
17846,14
17847,14
17848,6
17849,7
17850,4
17851,1
17852,7
17853,0
17854,6
17855,6
17856,8
17857,4
17858,8
17859,12
17860,5
17861,2
17862,9
17863,9
17864,4
17865,4
17866,2
17867,3
17868,6
17869,7
17870,9
17871,2
17872,3
17873,9
17874,8
17875,4
17876,2
17877,7
17878,1
17879,7
17880,3
17881,4
17882,1
17883,0
17884,1
17885,2
17886,4
17887,2
17888,10
17889,6
17890,3
17891,5
17892,2
17893,4
17894,0
17895,6
17896,2
17897,1
17898,0
17899,7
17900,0
17901,6
17902,4
17903,3
17904,7
17905,0
17906,6
17907,6
17908,5
17909,2
17910,2
17911,1
17912,2
17913,3
17914,0
17915,2
17916,4
17917,4
17918,7
17919,9
17920,5
17921,2
17922,2
17923,3
17924,0
17925,14
17926,4
17927,5
17928,0
17929,0
17930,4
17931,1
17932,1
17933,7
17934,4
17935,2
17936,1
17937,2
17938,7
17939,3
17940,8
17941,0
17942,5
17943,3
17944,3
17945,0
17946,14
17947,10
17948,7
17949,0
17950,5
17951,0
17952,9
17953,3
17954,6
17955,3
17956,8
17957,2
17958,0
17959,3
17960,6
17961,1
17962,5
17963,7
17964,6
17965,5
17966,0
17967,6
17968,2
17969,3
17970,2
17971,6
17972,1
17973,0
17974,2
17975,4
17976,0
17977,8
17978,3
17979,6
17980,5
17981,4
17982,14
17983,4
17984,3
17985,2
17986,2
17987,0
17988,6
17989,6
17990,1
17991,1
17992,7
17993,8
17994,6
17995,6
17996,1
17997,3
17998,0
17999,5
18000,10
18001,5
18002,11
18003,3
18004,4
18005,9
18006,5
18007,4
18008,4
18009,0
18010,2
18011,4
18012,2
18013,6
18014,8
18015,5
18016,2
18017,1
18018,2
18019,6
18020,11
18021,6
18022,9
18023,5
18024,2
18025,3
18026,1
18027,5
18028,5
18029,6
18030,6
18031,9
18032,4
18033,0
18034,2
18035,2
18036,3
18037,5
18038,2
18039,6
18040,0
18041,5
18042,9
18043,4
18044,7
18045,3
18046,1
18047,2
18048,8
18049,4
18050,4
18051,3
18052,5
18053,8
18054,2
18055,10
18056,4
18057,3
18058,0
18059,2
18060,6
18061,5
18062,2
18063,5
18064,2
18065,2
18066,7
18067,0
18068,13
18069,7
18070,4
18071,13
18072,1
18073,0
18074,1
18075,1
18076,3
18077,2
18078,7
18079,3
18080,5
18081,5
18082,1
18083,6
18084,9
18085,1
18086,2
18087,4
18088,3
18089,6
18090,0
18091,0
18092,2
18093,9
18094,0
18095,4
18096,3
18097,1
18098,3
18099,3
18100,4
18101,2
18102,0
18103,13
18104,0
18105,7
18106,3
18107,4
18108,8
18109,2
18110,6
18111,2
18112,5
18113,3
18114,8
18115,7
18116,4
18117,2
18118,2
18119,1
18120,2
18121,6
18122,5
18123,2
18124,5
18125,0
18126,1
18127,5
18128,2
18129,5
18130,1
18131,7
18132,0
18133,5
18134,5
18135,10
18136,4
18137,2
18138,2
18139,1
18140,0
18141,3
18142,1
18143,2
18144,8
18145,2
18146,2
18147,11
18148,6
18149,11
18150,2
18151,5
18152,1
18153,4
18154,0
18155,0
18156,8
18157,0
18158,4
18159,4
18160,2
18161,1
18162,2
18163,3
18164,5
18165,4
18166,2
18167,2
18168,6
18169,2
18170,5
18171,0
18172,8
18173,3
18174,1
18175,6
18176,8
18177,2
18178,6
18179,3
18180,3
18181,0
18182,2
18183,2
18184,3
18185,0
18186,4
18187,0
18188,7
18189,2
18190,3
18191,0
18192,5
18193,2
18194,0
18195,0
18196,8
18197,3
18198,8
18199,5
18200,7
18201,7
18202,6
18203,1
18204,0
18205,0
18206,5
18207,0
18208,2
18209,6
18210,5
18211,1
18212,2
18213,2
18214,4
18215,1
18216,3
18217,0
18218,2
18219,1
18220,2
18221,2
18222,1
18223,0
18224,1
18225,7
18226,4
18227,3
18228,0
18229,2
18230,0
18231,5
18232,6
18233,8
18234,0
18235,4
18236,9
18237,6
18238,5
18239,7
18240,2
18241,6
18242,1
18243,1
18244,8
18245,2
18246,1
18247,6
18248,4
18249,4
18250,6
18251,6
18252,1
18253,0
18254,9
18255,2
18256,0
18257,0
18258,4
18259,2
18260,4
18261,0
18262,6
18263,2
18264,6
18265,4
18266,7
18267,5
18268,2
18269,4
18270,6
18271,1
18272,1
18273,0
18274,2
18275,12
18276,3
18277,8
18278,0
18279,4
18280,6
18281,0
18282,4
18283,6
18284,8
18285,7
18286,3
18287,1
18288,2
18289,3
18290,4
18291,3
18292,6
18293,6
18294,2
